User ID,Prompt
146b8f5b,"Previously, the user has taken the following courses: Introduction to Statistics & Data Analysis in Public Health, Introduction to Clinical Data Science, Healthcare Data Literacy, Data Management for Clinical Research, What is Data Science?, What is Data Science?, What is Data Science?. In the future, the user wants to take ""What is Data Science?"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
146c1a8c,"Previously, the user has taken the following courses: Design Thinking for Innovation, Game-Theoretic Solution Concept with Spread Sheets, Model Thinking, Math behind Moneyball. In the future, the user wants to take ""Welcome to Game Theory"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
146cf619,"Previously, the user has taken the following courses: Bioconductor for Genomic Data Science, Command Line Tools for Genomic Data Science, Source control management for test automation with Git, Git for Developers Using Github. In the future, the user wants to take ""Use Commands and Create a Remote Git Repository"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
146db06b,"Previously, the user has taken the following courses: Electronic Music Performance Techniques, Write Like Mozart: An Introduction to Classical Music Composition, Intimacy of Creativity: Entering the Minds of Composers, Design Thinking for the Greater Good: Innovation in the Social Sector. In the future, the user wants to take ""Social Business Model and Planning for Social Innovation"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
146dd63a,"Previously, the user has taken the following courses: History of Rock, Part Two, The Blues: Understanding and Performing an American Art Form, The Music of the Rolling Stones, 1962-1974, Modern Art & Ideas. In the future, the user wants to take ""Ideas from the History of Graphic Design"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
147162d1,"Previously, the user has taken the following courses: Intellectual Humility: Science, Philosophy, Science and Religion: Religion and Science, Philosophy and the Sciences: Introduction to the Philosophy of Physical Sciences, Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion. In the future, the user wants to take ""Particle Dynamics"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
147427dd,"Previously, the user has taken the following courses: Content Strategy for Professionals: Engaging Audiences, Speaking to persuade: Motivating audiences with solid arguments and moving language, Reason and Persuasion: Thinking Through Three Dialogues By Plato, Problem Solving Using Computational Thinking. In the future, the user wants to take ""Reasoning Across the Disciplines"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
1477b53c,"Previously, the user has taken the following courses: AI for Medical Prognosis, Culminating Project in Health Informatics, Foundations of mining non-structured medical data, Data Science in Stratified Healthcare and Precision Medicine. In the future, the user wants to take ""Introduction to Machine Learning"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14789b78,"Previously, the user has taken the following courses: Introduction to Cost Accounting, Financial Accounting: Foundations, Managerial Accounting Fundamentals, Accounting: Principles of Financial Accounting. In the future, the user wants to take ""Financial Accounting: Advanced Topics"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
147e13c2,"Previously, the user has taken the following courses: Modern American Poetry, The Modern and the Postmodern (Part 1), Revolutionary Ideas: Borders, Elections, Constitutions, Prisons, Introduction to Contemporary Geopolitics. In the future, the user wants to take ""Geospatial Analysis Project"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
147e3dbd,"Previously, the user has taken the following courses: Blockchain: Foundations and Use Cases, Blockchain in Financial Services: Strategic Action Plan, Principles of Sustainable Finance, Sustainable Business: Big Issues, Big Changes. In the future, the user wants to take ""First Steps in Making the Business Case for Sustainability"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
1480be8e,"Previously, the user has taken the following courses: Equine Welfare and Management, EDIVET: Do you have what it takes to be a veterinarian?, Sports and Society, Animals and Institutions. In the future, the user wants to take ""Advertising and Society"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
1481920d,"Previously, the user has taken the following courses: Getting Started with Google Sheets, Using Google Forms to Analyze User Research Data, Getting Started in Google Analytics, Supply Chain Analytics Essentials. In the future, the user wants to take ""Business Intelligence and Competitive Analysis"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
1482232c,"Previously, the user has taken the following courses: Analyze Text Data with Yellowbrick, Hands-on Text Mining and Analytics, Natural Language Processing, Natural Language Processing in TensorFlow. In the future, the user wants to take ""General Academic English"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
1482c27e,"Previously, the user has taken the following courses: Exploiting and Securing Vulnerabilities in Java Applications, Usable Security, Evaluating Designs with Users, Web Connectivity and Security in Embedded Systems. In the future, the user wants to take ""User Experience: Research & Prototyping"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14846aa0,"Previously, the user has taken the following courses: Network Analysis in Systems Biology, Fundamentals of Network Communication, Security and Privacy in TOR Network, Design and Analyze Secure Networked Systems. In the future, the user wants to take ""Managing Network Security"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14848c2f,"Previously, the user has taken the following courses: Approximation Algorithms Part I, Statistical Mechanics: Algorithms and Computations, Fundamentals of Fluid-Solid Interactions, Rigid Body Dynamics. In the future, the user wants to take ""Non-Equilibrium Applications of Statistical Thermodynamics"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
148492db,"Previously, the user has taken the following courses: Security & Safety Challenges in a Globalized World, Communicating During Global Emergencies, International and Cross-Cultural Negotiation, Global Diplomacy: the United Nations in the World. In the future, the user wants to take ""Negotiation  Fundamentals"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
148497e3,"Previously, the user has taken the following courses: Nearest Neighbor Collaborative Filtering, Introduction to Recommender Systems:  Non-Personalized and Content-Based, Building Similarity Based Recommendation System, Cryptography and Information Theory. In the future, the user wants to take ""Networks: Friends, Money, and Bytes"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
148623d1,"Previously, the user has taken the following courses: Build a mobile app with Google Sheets on Glide and no coding, Introduction to iOS App Development with Swift 5, Introduction to Containers w/ Docker, Kubernetes & OpenShift, AI Workflow: AI in Production. In the future, the user wants to take ""Process Mining: Data science in Action"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
1486c45d,"Previously, the user has taken the following courses: Ebola: Essential Knowledge for Health Professionals, Bacteria and Chronic Infections, Whole genome sequencing of bacterial genomes - tools and applications, Genomic Data Science with Galaxy. In the future, the user wants to take ""Python for Genomic Data Science"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
148865c8,"Previously, the user has taken the following courses: Hierarchical Clustering: Customer Segmentation, Data Mining Project, Quantitative Research, Introduction to Automated Analysis. In the future, the user wants to take ""Technical Support Fundamentals"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
148aeab6,"Previously, the user has taken the following courses: A Crash Course in Data Science, Data Analysis and Interpretation Capstone, Data Science Capstone, Data Science Capstone, Mastering Software Development in R Capstone. In the future, the user wants to take ""Game Design and Development Capstone"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
148f3889,"Previously, the user has taken the following courses: Empowering Yourself in a Post-Truth World, Motivating Gen Z Learners: What Parents and Teachers Need to Know, Thrive in Trying Times Teach-Out, Story and Narrative Development for Video Games. In the future, the user wants to take ""Encouraging Student Growth with Teach Your Monster to Read"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
148f8025,"Previously, the user has taken the following courses: Introduction to Public Speaking, Effective Communication Capstone Project, Computational Social Science Capstone Project, Capstone: Analyzing (Social) Network Data. In the future, the user wants to take ""Cybersecurity Capstone Project"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
149331b4,"Previously, the user has taken the following courses: Simulation Analysis for Mechanical Engineers with Autodesk Fusion 360, Manufacturing Process with Autodesk Fusion 360, Making the Case for Robotic Process Automation, Sensor Manufacturing and Process Control. In the future, the user wants to take ""Advanced Manufacturing Enterprise"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14949fec,"Previously, the user has taken the following courses: Leadership Communication for Maximum Impact: Storytelling, Adapt your leadership style, Leadership Through Social Influence, Leadership in 21st Century Organizations. In the future, the user wants to take ""Building Your Leadership Skills"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14954350,"Previously, the user has taken the following courses: Sampling People, Networks and Records, Probability Theory, Statistics and Exploratory Data Analysis, Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions, Business Case Analysis. In the future, the user wants to take ""Data Modeling and Regression Analysis in Business"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
1495ba02,"Previously, the user has taken the following courses: Paleontology: Early Vertebrate Evolution, Introduction to Genetics and Evolution, Agriculture, Economics and Nature, Genetics and Society: A Course for Educators. In the future, the user wants to take ""Earth Economics"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
1497d35e,"Previously, the user has taken the following courses: Basic Cryptography and Programming with Crypto API, Intermediate Object-Oriented Programming for Unity Games, C# Programming for Unity Game Development Capstone Project, Mastering Software Development in R Capstone. In the future, the user wants to take ""Advanced R Programming"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
149867bb,"Previously, the user has taken the following courses: Cyber Attack Countermeasures, Cybersecurity Policy for Water and Electricity Infrastructures, Cyber-Physical Systems: Modeling and Simulation, Averaged-Switch Modeling and Simulation. In the future, the user wants to take ""Quantitative Formal Modeling and Worst-Case Performance Analysis"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
1498bee4,"Previously, the user has taken the following courses: Reproducible Research, Reproducible Research, Quantitative Research, Mathematics for economists, Enjoyable Econometrics, Inferential Statistics. In the future, the user wants to take ""Inferential Statistics"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
1499e9ee,"Previously, the user has taken the following courses: Product  and Service Development: Empathy  Mapping with Miro, The Product Lifecycle: A Guide from start to finish, Sales Strategy, Sales Management. In the future, the user wants to take ""Sales Training: Inbound Business Strategy"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
149c1bc7,"Previously, the user has taken the following courses: Nearest Neighbor Collaborative Filtering, Data Science in Real Life, Data Visualization, Materials Data Sciences and Informatics. In the future, the user wants to take ""3D Data Visualization for Science Communication"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
149f6684,"Previously, the user has taken the following courses: The Power of Markets II: Market Structure and Firm Behavior, Managerial Economics and Business Analysis Capstone, Marketing Analytics Capstone Project, Capstone Project: Business Technology Management. In the future, the user wants to take ""Digital Marketing Capstone"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14a0e1c8,"Previously, the user has taken the following courses: Establishing a Professional �Self� through Effective Intercultural Communication, Engaging in Persuasive and Credible Communication, Sales Strategy, Supply Chain Management Strategy. In the future, the user wants to take ""The Strategy of Content Marketing"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14a3a05f,"Previously, the user has taken the following courses: Learn Object Oriented Programming With C++, C++ Classes and Objects, Python Classes and Inheritance, Teach English Now! Lesson Design and Assessment, Teach English Now! Lesson Design and Assessment. In the future, the user wants to take ""English for Teaching Purposes"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14a4409e,"Previously, the user has taken the following courses: Plots (Graphics) for Data Science, Data Management and Visualization, Data Science Capstone, Data Science Capstone, Business Statistics and Analysis Capstone. In the future, the user wants to take ""Data Analytics in Accounting Capstone"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14a5091d,"Previously, the user has taken the following courses: Create Docker Container with Flask Seaborn Regression Plot App, PyCaret: Anatomy of Regression, Image Super Resolution Using Autoencoders in Keras, Dimensionality Reduction using an Autoencoder in Python. In the future, the user wants to take ""Image Noise Reduction with Auto-encoders using TensorFlow"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14a54d34,"Previously, the user has taken the following courses: HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Clinical Perspective), Health Systems Development: Introduction to Health Systems, Systems Science and Obesity, How Things Work: An Introduction to Physics. In the future, the user wants to take ""Introduction to Philosophy"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14a5b273,"Previously, the user has taken the following courses: Regulated Competition in Healthcare Systems: Theory & Practice, Bridging healthcare and society, Population Health: Syndemics, Population Health: Fundamentals of Population Health Management. In the future, the user wants to take ""Health for All Through Primary Health Care"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14a6b2ea,"Previously, the user has taken the following courses: Proactive Computer Security, Palo Alto Networks Cybersecurity Essentials I, Hardware Security, Mathematical Foundations for Cryptography, Cryptography. In the future, the user wants to take ""Cryptography"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14acfd71,"Previously, the user has taken the following courses: Studying at Japanese Universities, University Admission Prediction Using Multiple Linear Regression, Regression Modeling Fundamentals, Evaluating Problems. In the future, the user wants to take ""Quantitative Methods"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14ada5f1,"Previously, the user has taken the following courses: The Changing Global Order, Espace mondial, a French vision of Global studies, International Business Environment, Doing Business in Europe. In the future, the user wants to take ""Intro to International Marketing"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14ae43b3,"Previously, the user has taken the following courses: Creating and Developing a Tech Startup, Building the Business Model for Corporate Entrepreneurs, New Models of Business in Society, First Steps in Making the Business Case for Sustainability. In the future, the user wants to take ""Principles of Sustainable Finance"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14af0158,"Previously, the user has taken the following courses: Music Production Capstone, Photography Capstone Project, Interaction Design Capstone Project, UI Design Capstone, Data Science Capstone. In the future, the user wants to take ""Data Science Capstone"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14aff0e8,"Previously, the user has taken the following courses: IoT (Internet of Things) Wireless & Cloud Computing Emerging Technologies, Cloud Applications, Configuration Management and the Cloud, Cloud Computing Concepts, Part 1. In the future, the user wants to take ""Cloud Computing Basics (Cloud 101)"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14b03cbc,"Previously, the user has taken the following courses: Global Energy and Climate Policy, Politics and Economics of International Energy, Renewable Energy and Green Building Entrepreneurship, Our Energy Future. In the future, the user wants to take ""Entrepreneurship I: Laying the Foundation"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14b09901,"Previously, the user has taken the following courses: SEL Capstone, Computational Social Science Capstone Project, Capstone: Analyzing (Social) Network Data, The Data Scientist�s Toolbox, The Data Scientist�s Toolbox. In the future, the user wants to take ""Building a Data Science Team"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14b2f7b6,"Previously, the user has taken the following courses: Firearm Purchaser Licensing Teach-Out: The Background Check Policy Not Enough People Are Talking About, Reducing Gun Violence in America: Evidence for Change, Epidemiology: The Basic Science of Public Health, Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers. In the future, the user wants to take ""Introduction to Statistics & Data Analysis in Public Health"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14b61cf4,"Previously, the user has taken the following courses: FPGA Capstone:  Building FPGA Projects, FPGA Softcore Processors and IP Acquisition, Identifying Security Vulnerabilities in C/C++Programming, Hardware Description Languages for FPGA Design. In the future, the user wants to take ""Project: Creating Your First C++ Application"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14b66ee9,"Previously, the user has taken the following courses: Build a mobile app with Google Sheets on Glide and no coding, Build an App in Android Studio using onTouch, Build an App in Android Studio using Activities, Build an App in Android Studio using Resources. In the future, the user wants to take ""iOS App Development Basics"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14b8c92f,"Previously, the user has taken the following courses: Git for Developers Using Github, Creating and Developing a Tech Startup, Building Fintech Startups in Emerging Markets, Introduction to Finance: The Role of Financial Markets. In the future, the user wants to take ""Understanding Financial Markets"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14b90ff3,"Previously, the user has taken the following courses: Teamwork Skills: Communicating Effectively in Groups, Effective Communication in the Globalised Workplace - The Capstone, Enhancing Communication with Remind, Introduction to Communication Science. In the future, the user wants to take ""Social Computing"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14b921aa,"Previously, the user has taken the following courses: Introduction to Public Health Engineering in Humanitarian Contexts, Epidemiology: The Basic Science of Public Health, Introduction to Statistics & Data Analysis in Public Health, Data and Health Indicators in Public Health Practice. In the future, the user wants to take ""Leading Change in Health Informatics"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14baf06e,"Previously, the user has taken the following courses: Healthy Practices: Nutrition, Physical Activity, and Community and Family Participation, Engaging ELLs and Their Families in the School and Community, The Teacher's Social and Emotional Learning, ELL Success in the Content Classroom: Capstone Project. In the future, the user wants to take ""Teaching Character and Creating Positive Classrooms"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14bc2a1e,"Previously, the user has taken the following courses: Business Case Analysis, Digital Business Models, Brand & Content Marketing, International Entertainment and Sports Marketing. In the future, the user wants to take ""International Marketing Entry and Execution"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14bd392d,"Previously, the user has taken the following courses: Check Point Jump Start: SMB Network Security, Modeling and Debugging Embedded Systems, System Validation (4): Modelling Software, Protocols, and other behaviour, Automated Reasoning: satisfiability. In the future, the user wants to take ""Abstraction, Problem Decomposition, and Functions"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14c0e971,"Previously, the user has taken the following courses: Take the Lead on Healthcare Quality Improvement, Branding and Customer Experience, Healthcare Consumerism and Implication for Care Delivery, Career Brand Development and Self-Coaching. In the future, the user wants to take ""Successful Career Development"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14c142bb,"Previously, the user has taken the following courses: Public Policy Challenges of the 21st Century, Water Resources Management and Policy, Managing the Organization, Organisational behaviour: Know your people. In the future, the user wants to take ""Organisational design: Know your organisation"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14c177c8,"Previously, the user has taken the following courses: Introduction to Ableton Live, Introduction to Ableton Live, Intro to Acoustics (Part 1), Linear Circuits 1: DC Analysis, Matrix Methods. In the future, the user wants to take ""Data Analysis and Representation, Selection and Iteration"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14c2f29c,"Previously, the user has taken the following courses: Foundations for Global Health Responders, An Introduction to the U.S. Food System: Perspectives from Public Health, Foundations of Public Health Practice: Health Protection, Epidemiology: The Basic Science of Public Health. In the future, the user wants to take ""Essential Epidemiologic Tools for Public Health Practice"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14c47819,"Previously, the user has taken the following courses: Origins - Formation of the Universe, Solar System, Earth and Life, Journey of the Universe: The Unfolding of Life, Mathematical Biostatistics Boot Camp 1, A Brief History of Human Spaceflight. In the future, the user wants to take ""Dynamical Modeling Methods for Systems Biology"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14c53418,"Previously, the user has taken the following courses: Japanese for beginners 2, More Chinese for Beginners, Russian for beginners 2. ??????? ???? A1, Russian for beginners 1. ??????? ????: A1. In the future, the user wants to take ""Getting Started with R"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14c6b17d,"Previously, the user has taken the following courses: Negotiating Learner Differences: Towards Productive Diversity in Learning, International Law in Action: the Arbitration of International Disputes, International and Cross-Cultural Negotiation, Mathematical Game Theory. In the future, the user wants to take ""Games without Chance: Combinatorial Game Theory"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14c91bdb,"Previously, the user has taken the following courses: Advanced Interviewing Techniques, Career planning: resume/CV, cover letter, interview, Writing your World: Finding yourself in the academic space, Career Options: Exploring a New Career. In the future, the user wants to take ""Journeys to Education Teach-Out"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14ca3413,"Previously, the user has taken the following courses: Supply Chain Planning, Sales Training: Inbound Business Strategy, Supply Chain Sourcing, Machine Learning for Business Professionals. In the future, the user wants to take ""Guided Tour of Machine Learning in Finance"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14ccbf0b,"Previously, the user has taken the following courses: Data and Health Indicators in Public Health Practice, Foundations of Public Health Practice: The Public Health Toolkit, Leadership in Interprofessional Informatics, Leading Organizations. In the future, the user wants to take ""International Leadership and Organizational Behavior"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14cd4377,"Previously, the user has taken the following courses: Cracking the Creativity Code: Discovering Ideas, Design-Led Strategy: Design thinking for business strategy and entrepreneurship, Creativity And Entrepreneurship, Startup: How to build a successful business?. In the future, the user wants to take ""Design Thinking and Global Startup"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14cec6ca,"Previously, the user has taken the following courses: Startup: How to build a successful business?, Entrepreneurship Strategy: From Ideation to Exit, Entrepreneurship I: Laying the Foundation, Entrepreneurship Capstone. In the future, the user wants to take ""Innovating with the Business Model Canvas"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14cf6961,"Previously, the user has taken the following courses: AWS Elastic Beanstalk:Deploy a Python(Flask) Web Application, Using SAS Viya REST APIs with Python and R, Code Free Data Science, SAS Macro Language, The Data Scientist�s Toolbox. In the future, the user wants to take ""The Data Scientist�s Toolbox"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14cf900d,"Previously, the user has taken the following courses: Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization, Avoid Overfitting Using Regularization in TensorFlow, Device-based Models with TensorFlow Lite, TensorFlow for CNNs: Learn and Practice CNNs. In the future, the user wants to take ""Image Noise Reduction with Auto-encoders using TensorFlow"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14d02402,"Previously, the user has taken the following courses: Investments II: Lessons and Applications for Investors, Capstone: Build a Winning Investment Portfolio, Finance for Everyone Capstone Project, Business English: Capstone Project. In the future, the user wants to take ""Business English: Networking"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14d0381a,"Previously, the user has taken the following courses: Measure and Optimize Social Media Marketing Campaigns, Introduction to PicsArt for Social Media Marketing, Introduction to Social Media Marketing, Social Media Advertising. In the future, the user wants to take ""Leadership Through Marketing"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14d103a2,"Previously, the user has taken the following courses: Learn to Teach Java:  Writing Classes and Arrays, Learn to Teach Java:  ArrayLists and 2D Arrays, Emerging Trends & Technologies in the Virtual K-12 Classroom, Advanced Instructional Strategies in the Virtual Classroom. In the future, the user wants to take ""Improving Classroom Management with Class Dojo"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14d1451d,"Previously, the user has taken the following courses: Excel/VBA for Creative Problem Solving, Part 3 (Projects), Methods for Solving Problems, Fundamentals of Reinforcement Learning, Solving Algorithms for Discrete Optimization. In the future, the user wants to take ""C++ Decision Programming"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14d19e5e,"Previously, the user has taken the following courses: Exploratory Data Analysis, Exploratory Data Analysis, Exploratory Data Analysis, Building Data Visualization Tools, Data Visualization in Google Slides, Data Visualization, Data Visualization with Python, Data Visualization with Python, Data Visualization with Python. In the future, the user wants to take ""Data Visualization with Python"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14d3e041,"Previously, the user has taken the following courses: MBSE: Model-Based Systems Engineering, Application Systems Programming, Analysis for Business Systems, Business Analysis & Process Management. In the future, the user wants to take ""Business Process Management in Healthcare Organizations"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14d4ceca,"Previously, the user has taken the following courses: Design Thinking and Global Startup, Machine Design Part I, Digital Manufacturing & Design, Intelligent Machining. In the future, the user wants to take ""Roadmap to Success in Digital Manufacturing & Design"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14d521e2,"Previously, the user has taken the following courses: Become a JavaScript Pro with these 7 Skills, HTML, CSS, and Javascript for Web Developers, Web Application Development: Basic Concepts, Cloud Computing Concepts: Part 2. In the future, the user wants to take ""Algorithms, Part I"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14d5fc8b,"Previously, the user has taken the following courses: Entrepreneurship, Healthcare Entrepreneurship: Taking Ideas to Market, Healthcare Innovation: What Does Success Look Like and How to Achieve It?, Understanding and Strengthening Health Systems. In the future, the user wants to take ""Designing for Sustainment: Keeping Improvement Work on Track (Patient Safety IV)"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14d75fbe,"Previously, the user has taken the following courses: Metaliteracy: Empowering Yourself in a Connected World, Influencing People, Understanding Violence, Poverty & Population: How Demographics Shape Policy. In the future, the user wants to take ""Reducing Gun Violence in America: Evidence for Change"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14d8f713,"Previously, the user has taken the following courses: Work Smarter, Not Harder: Time Management for Personal & Professional Productivity, Time to Reorganize! Understand Organizations, Act, and Build a Meaningful World., Strategic Leadership and Management Capstone, Ethical Leadership Through Giving Voice to Values. In the future, the user wants to take ""Leadership Through Marketing"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14da572b,"Previously, the user has taken the following courses: Preparing to Manage Human Resources, Critical Perspectives on Management, Strategic Management, Fundamentals of Management. In the future, the user wants to take ""Strategic Organization Design"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14daf67b,"Previously, the user has taken the following courses: Quantitative Formal Modeling and Worst-Case Performance Analysis, System Validation (2): Model process behaviour, Quantitative Model Checking, System Validation (3): Requirements by modal formulas. In the future, the user wants to take ""Model Thinking"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14db87b4,"Previously, the user has taken the following courses: International and Cross-Cultural Negotiation, Intercultural Communication and Conflict Resolution, Introduction to Multilingual and Multicultural Education, American Deaf Culture. In the future, the user wants to take ""Cultural intelligence: Become a global citizen"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14def3e6,"Previously, the user has taken the following courses: Musicianship: Tensions, Harmonic Function, and Modal Interchange, Understanding the Music Business: What is Music Worth?, Developing Your Musicianship: Final Project, American Deaf Culture. In the future, the user wants to take ""Music as Biology: What We Like to Hear and Why"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14defae6,"Previously, the user has taken the following courses: Design your own trading strategy � Culminating Project, Using Machine Learning in Trading and Finance, Reinforcement Learning for Trading Strategies, Regression Modeling Fundamentals. In the future, the user wants to take ""Machine Learning: Regression"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14e4f7b2,"Previously, the user has taken the following courses: Extracellular Vesicles in Health and Disease, Fundamentals of Immunology: Innate Immunity and B-Cell Function, Global Health Diplomacy, Fundamentals of Immunology: Death by Friendly Fire. In the future, the user wants to take ""Essentials of Global Health"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14eb47ac,"Previously, the user has taken the following courses: The Fall and Rise of Jerusalem, The History of Modern Israel � Part I: From an Idea to a State, Introduction to Containers w/ Docker, Kubernetes & OpenShift, Getting Started with Google Kubernetes Engine. In the future, the user wants to take ""API Development on Google Cloud's Apigee API Platform"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14ec4f98,"Previously, the user has taken the following courses: Introduction to Systems and Network Mapping with Kumu, Introduction to Enumerative Combinatorics, Introduction to Computer Programming, An Introduction to Interactive Programming in Python (Part 1). In the future, the user wants to take ""Game Theory with Python"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14ecfcb0,"Previously, the user has taken the following courses: Managerial Accounting: Cost Behaviors, Systems, and Analysis, Managerial Accounting Fundamentals, Accounting: Principles of Financial Accounting, Fundamentals of financial and management accounting. In the future, the user wants to take ""Accounting Analysis II: Accounting for Liabilities and Equity"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14f041cc,"Previously, the user has taken the following courses: Business Writing, Business English: Capstone Project, Business English: Final Project, English for Effective Business Speaking. In the future, the user wants to take ""Business English: Networking"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
14f04c36,"Previously, the user has taken the following courses: Requirements Writing, Techniques of Design-Oriented Analysis, The Language of Design: Form and Meaning, Miracles of Human Language: An Introduction to Linguistics, Teach English Now! Theories of Second Language Acquisition. In the future, the user wants to take ""Teach English Now! Theories of Second Language Acquisition"". Generate 3 possible search queries the user might use to find this course without mentioning its exact name."
